RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4262,15604262,Jones,631,Germany,Female,88,4,102440.44,3,0,0,89442.95,1
4263,15604263,Miller,516,Germany,Female,34,7,146385.6,2,1,0,35132.19,1
4264,15604264,Davis,389,Germany,Female,22,4,118395.24,4,0,0,38275.03,1
4265,15604265,Miller,484,Spain,Male,23,4,49602.26,4,0,0,127409.55,1
4266,15604266,Garcia,823,France,Female,19,3,80346.68,2,0,1,165329.11,1
4267,15604267,Davis,691,Spain,Female,68,0,73526.53,3,0,0,121178.15,0
4268,15604268,Davis,513,Spain,Male,40,2,168321.94,4,0,0,24617.91,1
4269,15604269,Rodriguez,522,France,Male,62,9,177855.88,4,0,0,87030.03,1
4270,15604270,Williams,740,France,Male,36,5,61690.6,3,0,1,72766.32,1
4271,15604271,Davis,394,Spain,Female,65,10,121140.76,2,1,1,169723.94,0
4272,15604272,Davis,571,France,Female,92,8,54072.08,3,0,0,149285.02,0
4273,15604273,Garcia,611,France,Female,32,5,208300.92,2,1,1,109265.19,1
4274,15604274,Rodriguez,362,Germany,Male,79,9,92305.04,3,0,0,14796.4,0
4275,15604275,Williams,598,Spain,Male,43,6,164753.4,1,1,1,176007.64,0
4276,15604276,Rodriguez,368,France,Male,75,1,66216.13,1,0,1,64849.96,0
4277,15604277,Garcia,773,Germany,Male,92,2,157714.87,4,1,1,59405.6,1
4278,15604278,Davis,729,France,Male,49,6,182740.64,2,0,1,15658.02,1
4279,15604279,Williams,758,Germany,Male,62,9,125585.47,4,0,0,122009.69,0
4280,15604280,Wilson,623,Germany,Male,51,0,156242.73,2,1,0,93142.37,1
4281,15604281,Jones,518,France,Male,79,5,150573.43,2,1,1,54188.18,0
4282,15604282,Garcia,441,France,Male,31,5,249167.35,2,0,1,19535.08,0
4283,15604283,Davis,666,Germany,Male,41,9,233085.94,4,1,1,28354.5,1
4284,15604284,Miller,767,Germany,Male,72,0,136661.5,2,1,1,176961.75,0
4285,15604285,Brown,647,Spain,Female,18,5,206985.25,3,0,1,85071.98,1
4286,15604286,Garcia,383,Germany,Male,83,1,53049.19,2,0,1,39458.25,0
4287,15604287,Wilson,713,France,Female,69,5,231606.53,1,1,0,92199.91,1
4288,15604288,Johnson,846,Spain,Female,71,10,218501.81,3,0,1,199655.74,1
4289,15604289,Wilson,576,Spain,Male,41,2,49327.89,3,1,1,140393.65,1
4290,15604290,Brown,580,Germany,Male,52,3,221842.15,3,0,1,125348.58,1
4291,15604291,Williams,570,France,Male,81,7,117343.86,3,1,0,44410.21,0
4292,15604292,Williams,698,Spain,Male,31,9,210350.49,2,0,0,184184.45,1
4293,15604293,Garcia,454,France,Female,59,1,7813.75,2,1,0,148460.91,1
4294,15604294,Smith,609,Germany,Male,48,2,118488.8,1,1,1,49381.4,1
4295,15604295,Johnson,844,France,Female,72,3,246175.89,3,0,0,142386.89,0
4296,15604296,Wilson,694,Germany,Male,66,3,232441.53,2,1,1,94785.51,0
4297,15604297,Miller,796,Spain,Male,49,10,158439.8,2,1,1,30472.95,1
4298,15604298,Rodriguez,642,France,Male,22,6,230761.33,2,1,1,156774.16,0
4299,15604299,Williams,825,Germany,Female,62,7,29624.11,4,0,0,91171.84,0
4300,15604300,Miller,832,Spain,Male,31,4,80560.76,4,1,0,48058.59,1
4301,15604301,Johnson,752,France,Female,77,4,212175.73,1,1,0,91575.83,0
4302,15604302,Miller,489,France,Male,75,10,4959.65,2,1,1,24863.26,1
4303,15604303,Jones,597,France,Female,65,3,201146.96,2,0,1,159992.63,1
4304,15604304,Smith,689,Germany,Female,75,2,246819.06,4,1,0,172269.07,1
4305,15604305,Johnson,633,Spain,Male,43,1,153965.22,1,1,1,114871.25,1
4306,15604306,Miller,730,Germany,Female,51,7,241142.8,1,0,0,131255.56,1
4307,15604307,Brown,799,France,Female,60,5,199814.14,3,1,0,92546.71,1
4308,15604308,Brown,627,Germany,Female,24,3,150751.43,4,0,1,100585.65,1
4309,15604309,Miller,575,Spain,Male,92,4,22253.12,2,1,0,127137.35,1
4310,15604310,Brown,559,Germany,Male,45,8,82522.28,3,0,0,46067.55,0
4311,15604311,Williams,666,Germany,Female,80,8,54046.57,3,0,1,111798.49,1
4312,15604312,Wilson,646,France,Female,77,6,61808.48,3,1,0,36934.25,1
4313,15604313,Brown,599,Germany,Female,43,6,101311.51,4,0,0,97677.19,0
4314,15604314,Davis,539,France,Female,60,5,244307.55,3,1,0,90748.34,1
4315,15604315,Rodriguez,748,Germany,Male,51,8,103251.4,1,1,0,108896.78,1
4316,15604316,Jones,412,Spain,Male,56,3,21287.62,1,1,0,183028.1,1
4317,15604317,Jones,508,Germany,Male,92,6,115652.94,4,0,1,182858.19,1
4318,15604318,Garcia,483,France,Female,20,5,39721.08,4,1,0,48201.39,1
4319,15604319,Garcia,570,Spain,Male,24,7,197338.43,4,1,1,24614.47,0
4320,15604320,Wilson,364,Spain,Female,30,9,212707.57,1,1,0,167047.18,0
4321,15604321,Jones,836,Spain,Male,64,0,67986.52,1,1,0,107541.06,0
4322,15604322,Williams,376,Germany,Male,58,1,189265.75,2,0,0,44073.95,1
4323,15604323,Smith,382,Germany,Male,56,7,64178.71,4,0,0,144575.78,1
4324,15604324,Miller,414,France,Female,82,3,173556.2,1,1,1,75537.09,1
4325,15604325,Miller,542,Germany,Female,54,2,206173.4,2,0,0,166435.14,0
4326,15604326,Rodriguez,628,Spain,Female,61,1,142683.0,1,0,1,116676.2,0
4327,15604327,Rodriguez,420,Spain,Male,44,0,29377.3,1,1,1,135681.39,1
4328,15604328,Wilson,371,France,Female,90,3,218606.41,3,0,1,139741.5,0
4329,15604329,Brown,495,Germany,Male,23,7,27757.65,2,0,0,27484.21,1
4330,15604330,Smith,802,Spain,Male,90,2,240395.71,1,1,1,198366.33,0
4331,15604331,Johnson,688,France,Male,37,3,229601.17,2,1,1,182868.53,0
4332,15604332,Miller,580,Germany,Female,48,5,105771.24,3,0,0,125087.57,0
4333,15604333,Miller,499,Spain,Male,84,6,62253.35,4,0,1,163377.9,0
4334,15604334,Brown,607,Germany,Female,36,0,56369.55,4,1,0,59655.88,0
4335,15604335,Wilson,372,Germany,Male,42,9,168720.81,4,0,1,126985.6,1
4336,15604336,Brown,645,Germany,Male,21,6,212538.09,4,0,0,50483.39,0
4337,15604337,Garcia,546,Spain,Male,55,8,167461.23,2,1,1,84329.94,0
4338,15604338,Brown,842,Germany,Female,88,5,181138.45,2,0,0,10306.89,0
4339,15604339,Miller,697,Spain,Female,57,8,212304.53,4,0,0,94850.83,0
4340,15604340,Miller,403,Germany,Female,19,3,169630.62,2,0,1,96690.06,0
4341,15604341,Williams,526,Spain,Male,91,1,6513.45,2,0,0,141315.96,0
4342,15604342,Smith,467,Germany,Female,34,8,190484.74,1,0,1,42741.32,1
4343,15604343,Garcia,517,Spain,Male,37,6,53651.33,1,0,1,154900.24,1
4344,15604344,Brown,456,Germany,Male,41,2,87237.65,4,1,1,93011.96,0
4345,15604345,Johnson,813,France,Female,54,6,40094.76,2,0,1,79240.1,1
4346,15604346,Rodriguez,440,Germany,Female,68,5,99440.32,1,0,1,170546.12,0
4347,15604347,Wilson,808,Germany,Female,56,1,187676.47,4,1,0,154590.74,1
4348,15604348,Brown,736,Spain,Male,62,6,233797.51,3,1,1,199077.15,1
4349,15604349,Davis,648,Spain,Female,81,7,180728.34,3,0,1,173698.39,0
4350,15604350,Davis,587,Germany,Female,53,5,16655.12,3,0,1,127086.55,1
4351,15604351,Davis,607,Spain,Male,57,2,106187.8,4,1,1,18813.4,0
4352,15604352,Jones,702,Spain,Female,18,10,97435.1,2,1,0,146044.93,0
4353,15604353,Davis,422,Spain,Female,18,10,159804.5,1,0,0,73579.68,0
4354,15604354,Williams,742,France,Male,40,9,204254.02,3,1,1,196022.15,0
4355,15604355,Garcia,543,France,Female,30,4,127873.73,3,1,0,69871.8,0
4356,15604356,Williams,694,Germany,Female,53,5,188448.05,2,1,0,180537.57,0
4357,15604357,Miller,606,Germany,Female,91,9,156828.81,1,1,1,52339.75,1
4358,15604358,Wilson,714,Spain,Male,35,8,178873.59,3,0,0,198371.46,0
4359,15604359,Johnson,630,France,Female,56,9,114378.09,1,0,0,64554.85,1
4360,15604360,Brown,457,Spain,Male,90,8,152540.04,1,0,1,137195.66,1
4361,15604361,Miller,659,Spain,Male,75,10,240536.6,1,0,1,127231.44,1
4362,15604362,Rodriguez,456,Spain,Female,63,9,183850.16,2,0,0,146056.25,0
4363,15604363,Smith,696,Germany,Female,29,8,46741.78,4,1,1,118352.04,1
4364,15604364,Rodriguez,576,France,Female,60,0,176522.99,3,0,1,198602.14,0
4365,15604365,Wilson,374,Germany,Male,76,5,208728.47,4,0,1,167395.81,1
4366,15604366,Smith,789,Germany,Female,29,10,105941.33,3,0,0,154483.46,0
4367,15604367,Williams,768,Germany,Female,89,3,94969.33,3,1,1,112238.14,0
4368,15604368,Garcia,587,Germany,Male,70,9,154845.41,2,0,1,123819.49,0
4369,15604369,Miller,548,Germany,Female,21,6,221604.43,2,1,1,33639.46,0
4370,15604370,Williams,714,France,Female,27,10,34376.52,3,1,1,120872.13,1
4371,15604371,Garcia,455,Germany,Female,51,3,140617.29,4,0,0,100564.58,1
4372,15604372,Wilson,704,France,Male,87,7,222649.85,4,0,0,116620.77,0
4373,15604373,Johnson,411,Germany,Male,47,7,152526.22,2,0,0,27814.8,0
4374,15604374,Williams,491,France,Female,19,10,116327.9,1,0,1,105612.55,1
4375,15604375,Brown,475,Germany,Female,23,8,181163.75,2,0,0,149908.82,0
4376,15604376,Williams,800,France,Female,54,8,73435.07,2,1,0,124707.62,0
4377,15604377,Davis,800,Spain,Female,78,1,200780.96,1,1,0,137037.03,1
4378,15604378,Wilson,652,France,Male,41,8,73664.01,2,1,0,104727.01,0
4379,15604379,Rodriguez,759,Germany,Male,30,3,123606.08,3,0,1,16634.06,0
4380,15604380,Miller,728,Germany,Female,91,2,83023.4,1,1,0,52363.26,1
4381,15604381,Rodriguez,408,France,Female,82,2,190014.65,1,0,1,172767.23,1
4382,15604382,Wilson,564,Germany,Female,54,6,43921.26,1,1,1,11651.4,0
4383,15604383,Davis,434,France,Male,31,2,66957.02,4,1,1,64050.87,1
4384,15604384,Brown,549,France,Male,32,3,222158.91,3,0,0,29925.83,1
4385,15604385,Jones,823,Germany,Female,87,9,81555.85,2,0,1,106659.52,1
4386,15604386,Miller,489,Germany,Female,74,2,87950.2,4,0,0,64880.45,1
4387,15604387,Jones,414,Germany,Male,75,5,102981.46,3,0,1,164528.69,1
4388,15604388,Johnson,796,Spain,Female,51,4,105161.13,3,1,1,108194.18,1
4389,15604389,Miller,431,Spain,Male,83,8,133535.38,4,1,1,70420.36,0
4390,15604390,Rodriguez,662,France,Male,50,3,245300.38,4,1,0,24523.75,0
4391,15604391,Brown,747,Spain,Female,61,4,131733.54,2,1,1,101905.42,0
4392,15604392,Garcia,727,France,Female,50,2,40807.35,1,0,1,194431.05,0
4393,15604393,Brown,786,Germany,Male,53,1,46509.48,4,0,0,53620.57,1
4394,15604394,Williams,372,Spain,Female,26,9,120754.15,2,1,0,189163.48,0
4395,15604395,Davis,470,France,Male,89,10,156753.53,4,1,0,52961.65,1
4396,15604396,Williams,399,France,Female,85,3,241915.68,4,1,1,139653.32,0
4397,15604397,Davis,833,France,Male,29,8,150904.35,3,0,0,115786.88,1
4398,15604398,Rodriguez,638,Germany,Male,85,1,227981.25,3,0,0,104414.07,0
4399,15604399,Jones,419,Germany,Male,70,4,47424.94,3,1,0,164043.75,0
4400,15604400,Brown,495,Germany,Female,30,9,111202.9,1,1,0,167443.51,0
4401,15604401,Williams,499,France,Female,43,10,242786.39,1,0,0,139330.84,1
4402,15604402,Brown,407,Spain,Male,46,2,73347.55,2,0,1,155331.29,0
4403,15604403,Jones,480,Spain,Male,91,0,230697.88,1,0,0,183035.66,0
4404,15604404,Miller,603,Germany,Female,27,0,36622.27,1,0,1,155394.89,1
4405,15604405,Jones,683,Germany,Female,40,0,110163.3,1,1,0,165062.32,0
4406,15604406,Johnson,396,Germany,Female,81,8,144065.68,1,1,1,78072.69,0
4407,15604407,Johnson,800,Germany,Male,24,5,69011.28,1,0,1,93139.67,0
4408,15604408,Johnson,690,France,Male,30,6,34403.93,4,1,0,14655.68,0
4409,15604409,Smith,460,Spain,Female,86,5,117869.11,3,0,1,198808.2,0
4410,15604410,Rodriguez,488,Spain,Male,87,4,200482.25,3,0,1,53105.6,0
4411,15604411,Williams,404,France,Male,86,2,48000.1,2,1,0,72738.62,0
4412,15604412,Johnson,421,Germany,Male,44,1,13179.51,4,0,0,93725.64,1
4413,15604413,Smith,546,Spain,Female,89,2,169122.23,2,0,0,71941.59,1
4414,15604414,Miller,838,Germany,Female,81,6,55634.83,1,1,0,66410.0,1
4415,15604415,Wilson,837,France,Male,67,5,56326.65,3,0,0,93783.96,1
4416,15604416,Davis,567,Spain,Female,34,2,102335.97,4,1,0,103672.05,1
4417,15604417,Wilson,356,Spain,Female,60,2,189032.13,3,0,0,78404.12,1
4418,15604418,Jones,846,France,Female,54,9,112473.73,1,1,1,53588.18,0
4419,15604419,Wilson,781,Germany,Female,23,10,47261.07,4,0,0,30620.16,0
4420,15604420,Johnson,528,Spain,Female,48,9,150745.53,2,0,0,156725.46,1
4421,15604421,Jones,765,France,Female,18,1,86822.87,3,0,1,126102.47,0
4422,15604422,Rodriguez,562,Germany,Male,85,8,60240.35,3,1,0,91160.15,1
4423,15604423,Jones,674,Germany,Female,65,9,112237.76,4,1,0,76393.81,1
4424,15604424,Williams,673,Germany,Male,56,3,96148.06,2,1,1,86681.4,1
4425,15604425,Wilson,603,Germany,Female,25,7,130624.14,4,1,0,154962.75,0
4426,15604426,Smith,738,Germany,Male,60,8,1426.12,4,1,1,80895.18,0
4427,15604427,Wilson,812,France,Male,54,6,120584.05,2,1,1,42504.91,1
4428,15604428,Johnson,360,France,Male,65,9,160157.44,2,1,0,162305.35,1
4429,15604429,Miller,581,France,Female,44,2,10389.99,2,1,0,52039.27,0
4430,15604430,Johnson,497,Spain,Female,53,1,155444.54,4,0,1,23486.4,0
4431,15604431,Brown,568,Spain,Female,85,0,96901.26,2,0,1,17562.48,0
4432,15604432,Garcia,389,France,Male,49,7,6989.33,4,0,1,88300.56,1
4433,15604433,Wilson,379,Germany,Female,78,3,118949.78,1,1,0,95011.95,0
4434,15604434,Garcia,508,Spain,Male,28,0,4056.02,4,1,1,65490.73,0
4435,15604435,Wilson,702,Spain,Male,26,8,53853.13,3,1,1,151297.14,0
4436,15604436,Rodriguez,354,Spain,Male,18,8,227601.95,2,1,0,11229.91,0
4437,15604437,Smith,401,France,Male,35,2,181225.4,2,1,0,176054.54,0
4438,15604438,Miller,399,Germany,Male,33,1,190342.39,1,1,0,160044.25,0
4439,15604439,Smith,750,Spain,Female,73,9,129540.47,4,0,0,169371.82,0
4440,15604440,Jones,664,Spain,Male,28,6,57343.01,2,0,0,78932.31,1
4441,15604441,Jones,745,France,Female,82,10,96536.45,4,1,0,30624.07,1
4442,15604442,Smith,794,France,Female,50,4,196673.35,4,1,1,16846.39,0
4443,15604443,Jones,822,Germany,Male,28,8,165843.89,2,1,1,130937.63,0
4444,15604444,Miller,706,Spain,Female,60,0,245719.23,2,1,0,193994.26,0
4445,15604445,Davis,460,France,Female,40,3,28842.15,4,1,1,105605.4,1
4446,15604446,Johnson,782,Germany,Male,37,0,38642.88,4,0,0,126966.16,0
4447,15604447,Smith,470,France,Female,75,6,207925.52,4,1,1,108431.91,0
4448,15604448,Williams,611,Germany,Female,88,0,124749.49,2,0,0,185023.18,1
4449,15604449,Wilson,571,France,Male,92,6,104354.62,4,1,0,117855.15,0
4450,15604450,Williams,835,Germany,Female,57,9,149554.5,1,1,1,33371.68,1
4451,15604451,Jones,770,Germany,Female,50,5,159487.51,3,1,1,75392.76,1
4452,15604452,Johnson,475,Germany,Female,32,5,49380.16,2,1,0,130766.31,0
4453,15604453,Rodriguez,815,Spain,Male,36,2,201455.92,4,1,1,58841.14,1
4454,15604454,Williams,605,Spain,Female,72,4,85690.48,3,0,0,179524.07,0
4455,15604455,Smith,429,Germany,Male,56,3,96186.63,3,1,1,180832.92,0
4456,15604456,Rodriguez,633,France,Male,35,3,76414.37,3,0,0,76330.7,1
4457,15604457,Rodriguez,764,France,Male,85,9,240816.64,4,1,1,137460.51,1
4458,15604458,Wilson,811,Germany,Male,18,3,210318.89,1,0,0,54224.47,1
4459,15604459,Davis,387,Germany,Male,64,10,114233.14,1,0,1,176563.17,0
4460,15604460,Johnson,532,Germany,Male,66,2,52965.97,3,0,1,40487.02,0
4461,15604461,Johnson,533,Germany,Female,69,5,9763.1,1,1,0,180688.57,1
4462,15604462,Miller,361,Spain,Female,35,1,217938.33,3,0,0,134551.98,0
4463,15604463,Smith,365,Germany,Female,55,3,3782.63,2,1,1,52804.57,0
4464,15604464,Davis,521,Spain,Female,36,7,160810.57,2,0,0,82703.16,0
4465,15604465,Williams,796,Spain,Female,71,3,173744.03,1,0,1,56831.96,0
4466,15604466,Garcia,523,France,Female,28,4,27194.6,2,1,1,35465.35,0
4467,15604467,Smith,756,Spain,Female,66,1,70321.91,2,0,0,88475.68,1
4468,15604468,Williams,703,Germany,Female,57,0,88941.0,3,1,1,56763.77,1
4469,15604469,Garcia,799,Spain,Male,83,9,121080.6,2,1,1,165199.96,1
4470,15604470,Wilson,634,Germany,Male,41,4,84966.73,3,0,1,38761.88,0
4471,15604471,Smith,407,Spain,Female,33,1,190266.93,4,1,1,162039.82,1
4472,15604472,Brown,639,Germany,Male,62,7,175865.99,4,1,0,195529.28,1
4473,15604473,Wilson,440,France,Male,90,5,200301.47,1,0,0,134327.3,1
4474,15604474,Brown,654,Spain,Male,65,6,173298.32,4,1,0,30047.06,1
4475,15604475,Williams,509,Spain,Female,22,1,55220.81,1,0,0,94532.54,0
4476,15604476,Garcia,471,Germany,Male,64,8,49028.7,2,1,0,33623.0,0
4477,15604477,Miller,569,Germany,Female,57,3,138298.66,4,0,1,187043.83,0
4478,15604478,Miller,836,Germany,Male,62,10,128374.85,1,0,1,158857.2,1
4479,15604479,Rodriguez,809,France,Female,73,2,180396.13,4,0,1,159349.7,0
4480,15604480,Brown,788,France,Female,28,2,49.31,2,1,1,116087.49,0
4481,15604481,Garcia,596,Spain,Male,58,3,99254.28,4,0,0,141670.02,1
4482,15604482,Miller,368,Spain,Female,31,10,233307.96,2,1,1,108417.57,1
4483,15604483,Jones,390,Spain,Female,91,3,51365.21,1,0,1,82488.94,1
4484,15604484,Jones,843,France,Male,67,2,24846.08,1,1,0,145995.6,1
4485,15604485,Brown,436,France,Female,33,8,81334.41,2,0,0,91232.74,1
4486,15604486,Davis,397,France,Male,74,3,199876.18,4,0,1,107122.06,1
4487,15604487,Jones,507,France,Male,18,7,161432.9,3,1,1,99086.71,1
4488,15604488,Johnson,681,Spain,Female,62,1,125356.57,1,1,0,48121.58,0
4489,15604489,Miller,463,France,Female,43,0,83129.56,3,1,1,86734.21,0
4490,15604490,Garcia,379,France,Female,20,7,179767.21,4,1,1,18476.08,1
4491,15604491,Wilson,678,Germany,Female,20,8,234124.02,2,1,0,190228.65,1
4492,15604492,Rodriguez,665,Spain,Female,62,3,33986.27,3,1,1,174472.86,1
4493,15604493,Johnson,442,Germany,Female,19,10,188139.62,3,0,1,108873.38,0
4494,15604494,Miller,648,Spain,Male,18,0,220466.55,2,0,1,30078.24,0
4495,15604495,Rodriguez,804,Germany,Male,45,10,145431.39,2,1,0,117613.15,0
4496,15604496,Rodriguez,780,France,Female,34,1,103328.84,1,0,0,98417.74,1
4497,15604497,Garcia,565,Germany,Male,31,8,7996.34,4,1,1,152386.01,0
4498,15604498,Davis,417,Spain,Male,60,2,171531.11,2,0,0,182325.99,1
4499,15604499,Davis,522,Germany,Male,80,7,50228.96,2,0,1,181165.45,0
4500,15604500,Johnson,472,Spain,Male,80,10,237545.01,2,1,1,127201.44,1
4501,15604501,Davis,687,Spain,Male,29,8,219536.74,3,1,1,128947.93,1
4502,15604502,Johnson,546,France,Male,76,2,117200.39,3,1,0,88547.53,0
4503,15604503,Brown,497,France,Male,60,0,46957.37,3,1,0,145585.39,1
4504,15604504,Wilson,562,Germany,Female,59,7,75380.6,3,1,1,67867.67,1
4505,15604505,Rodriguez,422,France,Female,45,9,245146.75,2,0,0,179914.64,1
4506,15604506,Rodriguez,628,Spain,Female,53,0,224966.47,3,0,0,156210.23,1
4507,15604507,Johnson,456,Spain,Female,65,0,136365.45,4,1,1,127735.25,1
4508,15604508,Brown,629,Spain,Female,55,7,221146.43,1,0,1,26487.95,1
4509,15604509,Brown,678,Germany,Male,51,1,6377.82,3,1,0,126066.66,1
4510,15604510,Davis,779,Spain,Female,71,2,237311.19,1,1,1,130036.91,0
4511,15604511,Wilson,469,France,Female,74,10,121748.25,3,1,0,16359.61,1
4512,15604512,Brown,649,Spain,Male,32,8,46502.52,1,0,0,137540.79,1
4513,15604513,Smith,668,Germany,Male,60,8,45794.18,1,1,0,140621.61,0
4514,15604514,Smith,458,France,Male,73,6,98641.87,4,1,0,170083.83,1
4515,15604515,Garcia,610,Germany,Female,77,8,137276.88,3,1,1,127651.49,1
4516,15604516,Garcia,708,Germany,Female,28,1,73068.22,1,1,1,89179.93,0
4517,15604517,Davis,651,Germany,Male,46,10,179438.38,3,0,0,112392.74,0
4518,15604518,Williams,740,Spain,Female,68,8,214160.75,3,0,0,13966.28,0
4519,15604519,Davis,830,Spain,Male,47,0,219557.69,2,1,0,28361.63,0
4520,15604520,Smith,725,Spain,Female,65,1,249613.34,2,0,1,43778.48,1
4521,15604521,Wilson,541,Spain,Female,24,3,177999.39,4,0,0,112589.03,0
4522,15604522,Wilson,594,France,Female,58,3,130377.08,4,1,1,23273.36,1
4523,15604523,Davis,601,Spain,Male,32,10,235008.87,2,1,1,129894.09,1
4524,15604524,Johnson,493,Germany,Male,33,5,185259.21,2,1,1,56554.81,0
4525,15604525,Williams,795,France,Male,84,5,144244.45,1,1,0,194751.72,0
4526,15604526,Williams,493,France,Female,22,3,101113.3,3,0,0,161661.69,0
4527,15604527,Brown,389,France,Female,37,4,15651.57,4,0,1,175512.99,1
4528,15604528,Williams,782,France,Female,78,9,213389.47,3,0,0,28723.77,0
4529,15604529,Garcia,419,Spain,Female,87,2,20226.79,3,0,1,155659.4,0
4530,15604530,Garcia,700,Germany,Female,48,1,56228.08,3,0,1,121488.51,0
4531,15604531,Wilson,810,Spain,Female,29,9,99098.7,2,1,0,62506.85,1
4532,15604532,Smith,567,Spain,Female,82,6,40727.22,2,1,1,142296.44,1
4533,15604533,Garcia,399,Germany,Female,33,2,16458.62,2,0,1,82140.0,1
4534,15604534,Smith,690,Spain,Male,18,2,42815.71,4,1,0,149946.35,1
4535,15604535,Miller,443,Spain,Female,43,0,174848.78,1,0,1,105135.22,0
4536,15604536,Davis,750,Spain,Female,61,9,76879.19,1,1,1,124199.97,1
4537,15604537,Jones,658,Germany,Male,40,0,52380.07,2,0,1,115052.53,1
4538,15604538,Rodriguez,591,France,Male,78,5,93039.26,4,1,1,72259.08,1
4539,15604539,Miller,459,France,Male,51,6,71967.38,1,0,0,34503.52,0
4540,15604540,Miller,850,Spain,Female,20,4,19006.27,2,1,1,68122.7,0
4541,15604541,Miller,724,France,Female,58,5,241924.92,4,0,0,64429.34,0
4542,15604542,Davis,566,France,Male,50,7,109598.28,1,0,0,163038.18,0
4543,15604543,Garcia,842,France,Male,24,2,63766.93,4,1,0,129502.64,0
4544,15604544,Wilson,658,Spain,Female,49,10,218343.34,2,0,0,106039.82,0
4545,15604545,Rodriguez,578,Spain,Male,88,6,130500.97,2,1,0,192322.48,0
4546,15604546,Rodriguez,795,Germany,Female,86,1,227762.64,4,1,0,151127.8,0
4547,15604547,Miller,369,Spain,Male,79,8,243729.58,2,1,0,31661.18,0
4548,15604548,Davis,832,Germany,Female,69,0,166723.53,2,1,0,122908.5,1
4549,15604549,Smith,627,Spain,Female,37,2,102081.42,4,0,0,180669.65,1
4550,15604550,Davis,575,Spain,Female,86,6,240456.85,2,1,0,111227.14,0
4551,15604551,Wilson,373,Spain,Female,51,6,125344.36,2,0,0,78694.66,1
4552,15604552,Jones,371,Germany,Female,38,4,35071.47,1,0,0,55906.38,1
4553,15604553,Rodriguez,704,Spain,Female,42,6,87546.0,3,0,1,153315.74,0
4554,15604554,Brown,422,Germany,Female,20,6,59554.53,3,1,0,60237.65,1
4555,15604555,Brown,656,Germany,Female,78,2,202000.2,3,0,0,98364.18,1
4556,15604556,Brown,610,Germany,Female,85,0,6754.08,4,1,0,158984.42,1
4557,15604557,Miller,703,France,Female,26,4,154085.65,3,1,0,75500.71,1
4558,15604558,Miller,489,France,Female,59,3,247849.59,3,1,0,146004.92,1
4559,15604559,Garcia,719,Germany,Female,76,2,37374.71,2,1,1,175348.26,1
4560,15604560,Johnson,737,Spain,Male,48,0,2619.45,4,0,0,97440.74,1
4561,15604561,Smith,788,Spain,Female,78,6,173448.41,2,0,1,30571.49,1
4562,15604562,Brown,795,Germany,Female,19,1,232661.32,1,0,0,104612.22,0
4563,15604563,Smith,362,Spain,Male,62,5,132435.64,3,0,0,174340.57,1
4564,15604564,Jones,513,Spain,Female,61,2,53031.91,2,0,1,151182.76,1
4565,15604565,Jones,742,France,Male,91,9,93405.0,1,1,1,117161.67,0
4566,15604566,Brown,830,France,Male,88,1,79207.86,3,0,1,12519.47,1
4567,15604567,Wilson,539,Germany,Male,19,6,205555.57,2,1,0,133650.11,0
4568,15604568,Williams,615,Spain,Female,23,8,162031.88,1,1,0,196485.4,1
4569,15604569,Wilson,756,Germany,Male,85,2,17312.38,3,0,1,178941.42,1
4570,15604570,Williams,608,Germany,Male,18,10,46773.39,3,0,1,37456.58,1
4571,15604571,Smith,514,Spain,Male,89,3,186011.79,1,0,1,20141.43,1
4572,15604572,Rodriguez,640,Spain,Female,51,9,233936.18,1,1,1,192652.87,0
4573,15604573,Rodriguez,833,Spain,Female,57,7,17345.97,2,1,0,140593.28,1
4574,15604574,Jones,611,Spain,Female,85,7,9233.29,4,1,0,52757.35,0
4575,15604575,Miller,550,France,Female,52,10,97834.27,1,1,0,173221.76,0
4576,15604576,Brown,819,Spain,Male,71,6,157093.87,4,1,0,170823.64,1
4577,15604577,Smith,528,Germany,Male,83,5,160979.96,4,1,1,102093.03,0
4578,15604578,Garcia,643,Germany,Male,92,1,231686.63,3,1,1,52892.83,0
4579,15604579,Wilson,781,Germany,Male,42,5,217396.46,1,1,0,122573.06,0
4580,15604580,Williams,583,Spain,Female,81,1,227320.59,3,0,1,138359.5,0
4581,15604581,Williams,391,France,Male,92,0,32692.38,4,0,0,102142.68,0
4582,15604582,Rodriguez,405,France,Male,18,9,226560.8,2,0,1,80299.0,0
4583,15604583,Brown,601,Germany,Male,44,4,96469.23,2,0,1,60211.15,0
4584,15604584,Miller,563,Spain,Female,88,6,103482.87,1,1,0,15961.15,1
4585,15604585,Rodriguez,644,Germany,Female,45,8,28959.82,4,1,0,183444.44,1
4586,15604586,Jones,463,Germany,Female,76,8,26633.83,1,1,1,127989.03,1
4587,15604587,Wilson,824,Germany,Male,54,8,244967.87,1,1,0,191482.02,1
4588,15604588,Davis,558,France,Female,50,1,113536.02,1,0,1,184555.08,1
4589,15604589,Williams,816,Spain,Female,72,8,138321.19,3,1,1,54639.35,1
4590,15604590,Brown,604,Spain,Female,73,5,151122.62,3,0,0,135914.24,1
4591,15604591,Jones,822,France,Male,89,1,208686.8,2,0,1,91517.76,1
4592,15604592,Rodriguez,783,Spain,Male,85,10,98019.94,3,1,0,114246.74,0
